A10	auto-estrada 10
IES	Instituto de Estudos da Saúde
IES	integrado na Informação rial Simplificada
IESM	Instituto de Estudos Superiores Militares
Ifadap	Instituto de Financiamento da Agricultura e Pescas
IFADAP	Instituto de Financiamento e Apoio ao desenvolvimento da Agricultura e Pescas
IFADAP	Instituto de Financiamento e Apoio ao Desenvolvimento da Agricultura e Pescas
IFADAP	Instituto Financeiro de Apoio ao Desenvolvimento da Agricultura e Pescas
IFADAP	Instituto Financeiro de Apoio ao Desenvolvimento da Agricultura Portuguesa
IFADAP	Instituto Financeiro para o Desenvolvimento da Agricultura e Pescas
IFA	Income Fund of America
IFAP	Instituto de Financiamento à Agricultura e Pescas
IFAP	Instituto de Financiamento da Agricultura e Pescas
IFAT	Instituto de Financiamento e Apoio ao Turismo
Ifaw	International Fund for Animal Welfare
IFAW	International Fund for Animal Welfare
IFAW	International Fund For Animal Welfare
IFC	International Finance Corporation
IFCW	International Forum for Child Welfare
IFE	Instituto Federal de Estatísticas
IFF	Imersive Film Festival
IFIC	instituição financeira de crédito
IFI	Instituição Financeira Internacional
IFI	Instituições Financeiras Internacionais
IFI	Intituições Financeiras Internacionais
IFM	Indústria de Fibras de Madeira
IFM	Platex-Indústria de Fibras de Madeira
Ifo	indicador de confiança dos empresários alemães
IFOP	Instrumento Financeiro de Orientação da Pesca
IFOP	Instrumento Financeiro de Orientação das Pescas
IFPI	International Federation of the Phonographic Industry
IFPRI	International Food Policy Research Institute
IFRI	Instituto Francês de Relações Internacionais
IFSC	Instituto Francisco Sá Carneiro
IFT	Instituto de Financiamento ao Turismo
IGAC	Inspecção-geral das Actividades Culturais
IGAC	Inspecção Geral das Actividades Culturais
IGAC	Inspecção- Geral das Actividades Culturais
IGAC	Inspecção-Geral das Actividades Culturais
IGAC	Inspecção-geral de Actividades Culturais
IGAC	Inspecção Geral de Actividades Culturais
IGAC	Inspecção-Geral de Actividades Culturais
IGAE	Inspecção Geral da Actividade Económica
IGAE	Inspecção-Geral da Administração Interna
IGAE	Inspecção-geral das Actividade Económicas
IGAE	inspecção geral das actividades económicas
IGAE	Inspecção-geral das Actividades Económicas
IGAE	Inspecção Geral das Actividades Económicas
IGAE	Inspecção-Geral das Actividades Económicas
IGAE	Inspecção Geral de Actividades Económicas
IGAE	Inspecção-Geral de Actividades Económicas
IGAE	inspector-geral das Actividades Económicas
IGAI	Inspecção Geral da Administração do Território
IGAI	Inspecção-geral da Administração Interna
IGAI	Inspecção Geral da Administração Interna
IGAI	Inspecção- Geral da Administração Interna
IGAI	Inspecção-Geral da Administração Interna
IGAI	Inspector Geral da Administração Interna
IGA	Inspecção-Geral da Alimentação
IGA	Inspecção-Geral de Auditoria e Gestão
IGA	Inspecção-geral do Ambiente
IGA	Inspecção Geral do Ambiente
IGA	Inspecção-Geral do Ambiente
IGAL	Inspecção-Geral da Administração Local
IGAL	Inspecção-Geral das Autarquias Locais
IGAL	Inspecção-Geral de Administração Local
IGAOT	Inspecção-Geral do Ambiente e do Ordenamento do Território
IGAOT	Inspecção Geral do Ambiente e Ordenamento do Território
IGAOT	Inspecção-Geral do Ambiente e Ordenamento do Território
Igaphe	Instituto de Gestão e Alienação do Património Habitacional do Estado
IGAPHE	Instituto de Gestão e Alie nação do Património Habitacional do Estado
IGAPHE	Instituto de Gestão e Alienação do Património Habitacional do Estado
IGAP	Inspecção Geral da Administração Pública
IGAP	Inspecção-Geral da Administração Pública
IGAS	Inspecção-Geral das Actividades da Saúde
IGAS	Inspecção Geral das Actividades de Saúde
IGAS	Inspecção-Geral das Actividades de Saúde
IGAS	Inspecção-geral das Actividades em Saúde
IGAS	Inspecção Geral das Actividades em Saúde
IGAS	Inspecção- Geral das Actividades em Saúde
IGAS	Inspecção-Geral das Actividades em Saúde
IGAS	Inspecção-Geral de Actividades em Saúde
IGAS	Inspecção-Geral de Saúde
IGAT	Inspecção geral da Administração do Território
IGAT	Inspecção-geral da Administração do Território
IGAT	Inspecção Geral da Administração do Território
IGAT	Inspecção-Geral da Administração do Território
IGAT	Inspecção-Geral da Administração Pública
IGAT	Inspecção-geral de Administração do Território
IGAT	Inspecção-Geral de Administração do Território
IGAT	Inspecção-Geral do Território
IGCC	integrada em ciclo combinado
IGCES	Inspecção-Geral da Ciência e do Ensino Superior
IGCES	Inspecção-Geral da Ciência e Ensino Superior
IGC	Instituto Gulbenkian de Ciência
IGC	integram o Global de Competitividade
IGCP	Instituto de Gestão da Tesouraria e Crédito Público
IGCP	Instituto de Gestão de Crédito Público
IGCP	Instituto de Gestão do Crédito Público
IGCP	Instituto de Gestão e Crédito Público
IGCP	Instituto de Gestão e do Crédito Público
IGDN	Inspecção-Geral da Defesa Nacional
IGDN	Inspector-Geral de Defesa Nacional
IGE	Indicador Global de Eficiência
IGE	Inspeçcão-Geral da Educação
IGE	Inspecção Geral da Educação
IGE	Inspecção- Geral da Educação
IGE	Inspecção-Geral da Educação
IGE	Inspecção-Geral da Educação”
IGE	Inspecção Geral de Educação
IGE	Inspecção-Geral de Educação
IGE	Instituto Geográfico do Exército
IGES	Inspecção-Geral do Ensino Superior
IGESPAR	Instituto de Gestão do Património Arqueológico e Arquitectónico
Igespar	Instituto de Gestão do Património Arquitectónico
Igespar	Instituto de Gestão do Património Arquitectónico e Arqueológico
IGESPAR	Instituto de Gestão do Património Arquitectónico e Arqueológico
Igespar	Instituto de Gestão do Património Arquitectónico e Arquitectónico
IGFCSS	Instituto de Gestão de Fundos de Capitalização da Segurança Social
IGFCSS	Instituto de Gestão dos Fundos de Capitalização da Segurança Social
IGFIEJ	Instituto de Gestão Financeira e de Infra-Estruturas da Justiça
IGFI	Instituto de Gestão Financeira e Informática
IGFIJ	Instituto de Gestão Financeira e das Infra-Estruturas da Justiça
IGFIJ	Instituto de Gestão Financeira e de Infra-estruturas da Justiça
IGFIJ	Instituto de Gestão Financeira e de Infra-Estruturas da Justiça
IGFIJ	Instituto de Gestão Financeira e Infra-estruturas da Justiça
IGFIJ	Instituto de Gestão Financeira e Infra-Estruturas da Justiça
IGF	Inspecção-geral das Finanças
IGF	Inspecção Geral das Finanças
IGF	Inspecção-Geral das Finanças
IGF	Inspecção-geral de Finanças
IGF	Inspecção Geral de Finanças
IGF	Inspecção-Geral de Finanças
IGF	Instituto de Gestão Financeira
IGFPJ	Instituto de Gestão Financeira e Patrimonial da Justiça
IGFSS	Instituto de Gestão de Financeira da Segurança Social
IGFSS	Instituto de Gestão do Fundo de Capitalização da Segurança Social
IGFSS	Instituto de Gestão Financeira da Segurança Social
IGIF	Instituto de Gestão Financeira e Informática
IGIF	Instituto de Gestão Informática e Financeira
IGIF	Instituto de Gestão Informática e Financeira da Saúde
IGIFS	Instituto de Gestão Informática e Financeira da Saúde
IGJ	Inspecção-Geral de Jogos
IGJ	Inspecção-Geral do Jogos
IGLC	Instituto para a Gestão das Lojas do Cidadão
IGM	Instituto de Genética Médica
IGM	Instituto Geológico e Mineiro
IGM	Instituto Geológico Mineiro
IGMJM	Instituto de Genética Médica Jacinto Magalhães
IGMSS	Inspecção-Geral do Ministério da Segurança Social
IGN	Instituto Geográfico Nacional
IGOP	Inspecção Geral das Obras Públicas
IGOP	Inspecção-Geral das Obras Públicas
IGOP	Inspecção Geral de Obras Públicas
IGOP	Inspecção-Geral de Obras Públicas
IGOPT	Inspecção-Geral das Obras Públicas e Transportes
IGOPT	Inspecção-Geral de Obras Públicas e Transportes
IGP	Indicação Geográfica Protegida
IGP	Inspecção-Geral da Polícia
IGP	Instituto Geográfico Português
IGS	Inspecção Geral da Saúde
IGS	Inspecção-Geral da Saúde
IGS	Inspecção-geral de Saúde
IGS	Inspecção Geral de Saúde
IGS	Inspecção-Geral de Saúde
IGSJ	Inspecção-Geral dos Serviços de Justiça
IGTCP	Instituto de Gestão da Tesouraria e Crédito Público
IGT	Inspecção Geral de Trabalho
IGT	Inspecção-Geral de Trabalho
IGT	Inspecção-geral do Trabalho
IGT	Inspecção Geral do Trabalho
IGT	Inspecção- Geral do Trabalho
IGT	Inspecção-Geral do Trabalho
IGT	Inspector Geral do Trabalho
IGV	interrupção voluntária da gravidez
IGV	Interrupção Voluntária da Gravidez
IHAC	Instituto de História e Arte Cristã
IHA	Instituto Hidrográfico da Armada
IHD	Instituto Humanismo e Desenvolvimento
IHG	Intercontinental Hotels Group
IHI	Institute for Healthcare Improvement
IH	Instituto Hidrográfico
IHMI	Instituto de Harmonização do Mercado Interno
IHM	Instituto de Habitação da Madeira
IHM	Instituto Hidrográfico da Marinha
IHM	Investimentos Habitacionais da Madeira
IHMT	Instituto de Higiene e Medicina Tropical
IHP	Instituto Hidrográfico Português
IHRU	Instituto da Habitação e da Reabilitação Urbana
IHRU	Instituto da Habitação e Reabilitação Urbana
IHRU	Instituto de Habitação e da Reabilitação Urbana
IHRU	Instituto de habitação e Reabilitação Urbana
IHRU	Instituto de Habitação e Reabilitação urbana
IHRU	Instituto de Habitação e Reabilitação Urbana
IHS	Instituto de Hidratação e Saúde
IIAE	Inovação da Administração do Estado
IICF	Internacional de Consultoria e Formação
IIC	Instituto Informador Comercial
IICT	Investigação Científica e Tropical
IIE	Iniciativa para o e Emprego
IIE	Iniciativa para o e o Emprego
IIE	Instituto de Inovação Educacional
Iies	Informática e Estatística da Segurança Social
IIES	Informática e Estatística da Solidariedade
IIICDT	Investigação Cientifica e Desenvolvimento Tecnológico
III	I e II
III	Indústria Informática
II	Informática
II	interesse para arborização
III QCA	III Quadro Comunitário de Apoio
IILP	Internacional da Língua Portuguesa
IILP	Internacional de Língua Portuguesa
IITM	Internacional de Teatro Mediterrâneo
IIU	inseminação intra-uterina
ILAE	Internacional contra a Epilepsia
Ilafa	Instituto Latino-Americano do Ferro e do Aço
ILC	Iniciativa Legislativa de Cidadãos
ILEC	International Lake Environnement Committee
ILE	Iniciativas Locais de Emprego
ILGA	Internacional Lesbian and Gay Association
ILGA	International Lesbian and Gay Association
ILO	Internacional do Trabalho
ILS	"Instrument Landing System"
ILS	Instrument Landing System
ILTEC	Instituto de Linguística Teórica e Computacional
IMAO	Instituto Monetário da África Ocidental
Imar	Instituto do Mar
IMAR	Instituto do Mar da Universidade de Coimbra
IMC	Instituto dos Museus e Conservação
IMC	Instituto dos Museus e da Conservação
IMD	Institute for Management Development
IME	Instituto Monetário Europeu
IMF	Informação de Mercados Financeiros
IMF	Informação e Mercados Financeiros
IMG	Imatosgil
IMG	IMatosGil
IMI	Imagens Médicas Integradas
IMI	imobiliário
IMI	Imobiliário
IMI	imóveis
IMI	Imóveis
IMI	I móveis
IMI	impostos directos
IMI	impostos sobre a propriedade
IMIM	Instituto Municipal de Investigação Médica
IM	Instituto da Meteorologia
IM	Instituto de Meteorologia
IM	Instituto de Metereologia
IM	Instituto Meteorologia
IM	Instituto Nacional de Meteorologia
IMIT	imposto municipal sobre transmissões
IMIT"	Iniciativa para a Modernização da Indústria Têxtil
IMLC	Instituto de Medicina Legal de Coimbra
IML	Instituto de Medicina Legal
IML	Instituto de Medicina Legal de Coimbra
IML	Instituto de Medicina Legal de Lisboa
IML	Instituto de Medicinal Legal
IML	Instituto Médico Legal
IML	institutos de Medicina Legal
IMLP	Instituto de Medicina Legal do Porto
IMMA	Internacional dos Mamíferos Marinhos
IMM	Instituto de Medicina Molecular
IMOPPI	Instituto de Mercados de Obras Públicas e Particulares e do Imobiliário
IMOPPI	Instituto do Mercado das Obras Públicas e Particulares e do Imobiliário
IMOPPI	Instituto dos Mercados das Obras Públicas e Particulares do Imobiliário
IMOPPI	Instituto dos Mercados das Obras Públicas e Particulares e do Imobiliário
IMOPPI	Instituto dos Mercados de Obras Públicas e Particulares do Imobiliário
IMOPPI	Instituto dos Mercados de Obras Públicas e Particulares e do Imobiliário
IMOPPI	Instituto dos Mercados de Obras Públicas Particulares e do Imobiliário
IMPE	Instituto Militar dos Pupilos do Exército
IMP	Instituto de Medicina Preventiva
imprensa	indirectamente aproximadamente 600 órgãos de comunicação social
Imri	Investigação Marinha
IMS	International Market Studies
IMT	Imposto Municipal sobre as Transmissões Onerosas
IMT	imposto municipal sobre transacções
IMT	Imposto Municipal sobre Transacções
IMT	Imposto Municipal sobre Transacções Onerosas
IMT	imposto municipal sobre transmissão de imóveis
IMT	Imposto Municipal sobre Transmissões
IMT	imposto que substituiu a Sisa
IMT	Impostos de Transacções Imobiliárias
IMT	imposto SISA
IMTT	Instituto da Mobilidade e dos Transportes Terrestres
IMTT	Instituto da Mobilidade e Transportes Terrestres
IMTT	Instituto de Mobilidade e Transportes Terrestres
IMTT	Instituto para a Mobilidade e Transportes Terrestes
IMV	Imposto Municipal sobre Veículo
IMV	Imposto Municipal sobre Veículos
Inabe	Instituto Nacional de Bolsas de Estudo
INAC	Instituto Nacional da Aeronáutica Civil
INAC	Instituto Nacional da Aviação Civil
INAC	Instituto Nacional de Aeronáutica Civil
INAC	Instituto Nacional de Aviação Civil
INAC	Instituto Nacional de Avião Civil
INAFOP	Instituto Nacional de Acreditação da Formação de Professores
Inag	Instituo Nacional da Água
Inag”	Instituto da Água
Inag	Instituto da Água
INAG	Instituto da Água
INAG	Instituto da Água de Portugal
INAG	Instituto da gua
Inag	Instituto Nacional da Água
INAG	Instituto Nacional da Água
INAG	Instituto Nacional das Águas
INA	http://www.ina.pt/cursos/ceagp/
INA	Instituto Nacional da Administração
INA	Instituto Nacional da Administração Pública
INA	Instituto Nacional da Água
INA	Instituto Nacional de Administração
Inapa	inalterado face à cotação da véspera
INATEL	instituto de ocupação de tempos livres dos trabalhadores
Inatel	Instituto Nacional de Aproveitamento dos Tempos Livres
Inatel	Instituto Nacional para Aproveitamento dos Tempos Livres dos Trabalhadores
Inatel	Instituto Nacional Para Aproveitamento dos Tempos Livres dos Trabalhadores
Inatel	Instituto Nacional para o Aproveitamento dos Tempos Livres
INATEL	Instituto Nacional para o Aproveitamento dos Tempos Livres
Inauto	Indústria Automóvel em Portugal
Inavic	Instituto Nacional de Aviação Civil
INAVIC	Instituto Nacional de Aviação Civil
INAV	Instituto Nacional de Aviação Civil
INBS	Irish Nationwide Building Society
INCB	International Narcotics Control Board
InCI	Instituto da Construção e do imobiliário
InCI	Instituto da Construção e do Imobiliário
INCI	Instituto da Construção e do Imobiliário
InCI	Instituto da Construção e Imobiliário
InCI	instituto Nacional da Construção e do Imobiliário
INCI	Instituto Nacional da Construção e do Imobiliário
InCI	institutos da Construção e do Imobiliário
INC	Instituto Nacional de Calamidades
INCM	Imprensa Nacional Casa da Moeda
INCM	Imprensa Nacional-Casa da Moeda
INCM	Imprensa Nacional da Casa da Moeda
INCM	Instituto Nacional Casa da Moeda
INCM	Instituto Nacional das Comunicações de Moçambique
INCOSEC	Investigações de Convivência e Segurança Cidadã
INCP	Instituto Nacional de Cardiologia Preventiva
Incra	Instituto da Nacional da Reforma Agrária
Incra	Instituto Nacional de Colonização e Reforma Agrária
INCSR	"International Narcotics Control Strategy Report"
INDEC	Instituto Nacional de Estatística argentino
IND	Instituto da Navegabilidade do Douro
IND	Instituto de Navegabilidade do Douro
IND	Instituto Nacional de Desminagem
IND	Instituto Nacional de Desporto
IND	Instituto Nacional do Desporto
Indoex	"Indian Ocean Experiment"
INEB	Instituto de Engenharia Biomédica
INEB	Instituto Nacional de Engenharia Biomédica
INED	Instituto Nacional de Estudos Demográficos
Inegi	Instituto de Engenharia Mecânica e Gestão Industrial
INEGI	Instituto de Engenharia Mecânica e Gestão Industrial
INEGI	Instituto Nacional de Engenharia Mecânica e Gestão Industrial
INE	Inquérito ao Emprego
INE	Instituo Nacional de Estatística
INE	instituto de estatística espanhol
INE	Instituto de Nacional de Estatística
